,st,occ_code,occ_title,tot_emp,h_mean,a_mean,year
24927,OR,92917,"Cooking Machine Operators and Tenders, Food and Tobacco",120,8.47,17610,1997
24928,OR,92921,"Roasting, Baking, and Drying Machine Operators and Tenders, Food and Tobacco",120,12.46,25920,1997
24929,OR,92923,"Furnace, Kiln, Oven, Drier, or Kettle Operators and Tenders",730,11.92,24800,1997
24930,OR,92928,Cooling and Freezing Equipment Operators and Tenders,70,8.47,17620,1997
24931,OR,92932,"Dairy Processing Equipment Operators, Including Setters",150,13.53,28150,1997
24932,OR,92935,Chemical Equipment Controllers and Operators,150,14.98,31170,1997
24933,OR,92938,Chemical Equipment Tenders,40,13.15,27360,1997
24934,OR,92941,Cutting and Slicing Machine Setters and Set-Up Operators,210,10.55,21930,1997
24935,OR,92944,Cutting and Slicing Machine Operators and Tenders,410,9.37,19480,1997
24936,OR,92947,"Painters, Transportation Equipment",580,15.15,31510,1997
24937,OR,92951,"Coating, Painting, and Spraying Machine Setters and Set-Up Operators",450,11.35,23620,1997
24938,OR,92953,"Coating, Painting, and Spraying Machine Operators and Tenders",1090,12.54,26080,1997
24939,OR,92956,Cementing and Gluing Machine Operators and Tenders,1360,12.66,26320,1997
24940,OR,92962,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Operators and Tenders",360,9.43,19620,1997
24941,OR,92965,"Crushing, Grinding, Mixing, and Blending Machine Operators and Tenders",1490,12.99,27020,1997
24942,OR,92968,"Extruding, Forming, Pressing, and Compacting Machine Setters and Set-Up Operators",130,11.51,23930,1997
24943,OR,92971,"Extruding, Forming, Pressing, and Compacting Machine Operators and Tenders",830,10.85,22570,1997
24944,OR,92974,Packaging and Filling Machine Operators and Tenders,3750,10.04,20880,1997
24945,OR,92997,All Other Machine Setters and Set-Up Operators,850,10.41,21640,1997
24946,OR,92998,All Other Machine Operators and Tenders,6950,11.36,23620,1997
24947,OR,93000,"Hand Occupations, Including Assemblers and Fabricators",**,*,*,1997
24948,OR,93105,Machine Builders and Other Precision Machine Assemblers,670,11.20,23300,1997
24949,OR,93108,"Fitters, Structural Metal, Precision",**,13.53,28140,1997
24950,OR,93111,"Electromechanical Equipment Assemblers, Precision",**,10.91,22690,1997
24951,OR,93902,Machine Assemblers,150,12.22,25410,1997
24952,OR,93905,Electrical and Electronic Assemblers,2990,9.02,18750,1997
24953,OR,93908,"Coil Winders, Tapers, and Finishers",**,8.10,16850,1997
24954,OR,93911,"Glaziers, Manufacturing",80,10.37,21580,1997
24955,OR,93914,Welders and Cutters,5830,13.23,27520,1997
24956,OR,93917,Solderers and Brazers,540,7.93,16490,1997
24957,OR,93921,"Pressers, Hand",**,7.17,14900,1997
24958,OR,93923,"Sewers, Hand",30,8.02,16670,1997
24959,OR,93926,"Cutters and Trimmers, Hand",400,9.06,18850,1997
24960,OR,93928,Portable Machine Cutters,60,8.85,18400,1997
24961,OR,93935,Cannery Workers,2930,7.99,16610,1997
24962,OR,93938,"Meat, Poultry, and Fish Cutters and Trimmers, Hand",770,8.74,18170,1997
24963,OR,93941,"Metal Pourers and Casters, Basic Shapes",70,9.30,19350,1997
24964,OR,93944,"Molders and Casters, Hand",360,8.11,16870,1997
24965,OR,93947,"Painting, Coating, and Decorating Workers, Hand",410,9.33,19410,1997
24966,OR,93953,"Grinding and Polishing Workers, Hand",1180,9.05,18820,1997
24967,OR,93956,"Assemblers and Fabricators, Except Machine, Electrical, Electronic, and Precision",16590,9.47,19700,1997
24968,OR,93999,All Other Hand Workers,7410,9.06,18840,1997
24969,OR,95000,Plant and System Occupations,**,*,*,1997
24970,OR,95002,Water and Liquid Waste Treatment Plant and System Operators,840,14.20,29530,1997
24971,OR,95008,Chemical Plant and System Operators,200,16.98,35320,1997
24972,OR,95021,"Power-Generating Plant Operators, Except Auxiliary Equipment Operators",**,20.85,43370,1997
24973,OR,95028,Power Distributors and Dispatchers,300,26.81,55760,1997
24974,OR,95032,Stationary Engineers,170,17.55,36510,1997
24975,OR,95099,All Other Plant and System Operators,990,13.98,29080,1997
24976,OR,97000,Transportation and Material-Moving Machine and Vehicle Operators,**,*,*,1997
24977,OR,97102,"Truck Drivers, Heavy or Tractor-Trailer",22720,13.68,28450,1997
24978,OR,97105,"Truck Drivers, Light, Include Delivery and Route Workers",15660,10.43,21700,1997
24979,OR,97108,Bus Drivers,1150,9.37,19480,1997
24980,OR,97111,"Bus Drivers, School",5780,9.35,19440,1997
24981,OR,97114,Taxi Drivers and Chauffeurs,1270,7.10,14770,1997
24982,OR,97117,Driver/Sales Workers,3340,11.85,24650,1997
24983,OR,97199,All Other Motor Vehicle Operators,270,10.45,21730,1997
24984,OR,97302,Railroad Conductors and Yardmasters,480,17.94,37320,1997
24985,OR,97305,Locomotive Engineers,370,24.43,50820,1997
24986,OR,97308,"Rail Yard Engineers, Dinkey Operators, and Hostlers",150,19.94,41470,1997
24987,OR,97317,"Railroad Brake, Signal, and Switch Operators",400,18.39,38260,1997
24988,OR,97502,"Captains, Water Vessel",110,20.00,41600,1997
24989,OR,97517,Ordinary Seamen and Marine Oilers,140,17.14,35660,1997
24990,OR,97702,Aircraft Pilots and Flight Engineers,810,*,***,1997
24991,OR,97802,"Bridge, Lock, and Lighthouse Tenders",50,12.62,26240,1997
24992,OR,97805,Service Station Attendants,8880,6.96,14480,1997
24993,OR,97808,Parking Lot Attendants,740,7.10,14760,1997
24994,OR,97899,All Other Transportation and Related Workers,530,13.85,28820,1997
24995,OR,97923,Excavating and Loading Machine Operators,1980,17.40,36200,1997
24996,OR,97926,Dragline Operators,90,18.20,37860,1997
24997,OR,97938,"Grader, Bulldozer, and Scraper Operators",950,16.57,34460,1997
24998,OR,97941,Hoist and Winch Operators,340,14.40,29960,1997
24999,OR,97944,Crane and Tower Operators,440,16.18,33650,1997
25000,OR,97947,Industrial Truck and Tractor Operators,7140,11.79,24530,1997
25001,OR,97951,Conveyor Operators and Tenders,350,10.61,22070,1997
25002,OR,97956,Operating Engineers,1660,17.96,37350,1997
25003,OR,97989,All Other Material-Moving Equipment Operators,1500,12.65,26310,1997
25004,OR,97999,All Other Transportation and Material-Moving Equipment Operators,530,10.51,21860,1997
25005,OR,98000,"Helpers, Laborers, and Material Movers, Hand",**,*,*,1997
25006,OR,98102,"Helpers, Mechanics and Repairers",1910,9.41,19560,1997
25007,OR,98311,"Helpers, Brick and Stonemasons and Hard Tile Setters",500,13.66,28410,1997
25008,OR,98312,"Helpers, Carpenters and Related Workers",1990,9.69,20160,1997
25009,OR,98313,"Helpers, Electricians and Power-Line Transmission Installers",280,12.95,26940,1997
25010,OR,98314,"Helpers, Painters, Paperhangers, Plasterers, and Stucco Masons",440,8.79,18290,1997
25011,OR,98315,"Helpers, Plumbers, Pipefitters, and Steamfitters",550,9.75,20290,1997
25012,OR,98316,"Helpers, Roofers",370,8.21,17080,1997
25013,OR,98319,"Helpers, All Other Construction Trades Workers",630,9.99,20770,1997
25014,OR,98323,"Helpers, Extractive Workers",100,9.86,20500,1997
25015,OR,98502,Machine Feeders and Offbearers,6930,9.95,20700,1997
25016,OR,98705,Refuse and Recyclable Material Collectors,1580,14.00,29130,1997
25017,OR,98799,"All Other Freight, Stock, and Material Movers, Hand",9720,8.96,18640,1997
25018,OR,98902,Hand Packers and Packagers,11230,7.19,14960,1997
25019,OR,98905,Vehicle Washers and Equipment Cleaners,3760,8.60,17900,1997
25020,OR,98999,"All Other Helpers, Laborers, and Material Movers, Hand",21350,10.42,21670,1997
25021,PA,10000,Managerial and Administrative Occupations,,,,
25022,PA,13000,Staff and Administrative Specialty Managerial Occupations,**,18.5,38490,1997
25023,PA,13002,Financial Managers,30180,26.13,54350,1997
25024,PA,13005,"Personnel, Training, and Labor Relations Managers",9920,23.74,49390,1997
25025,PA,13008,Purchasing Managers,7920,20.02,41630,1997
25026,PA,13011,"Marketing, Advertising, and Public Relations Managers",19180,26.64,55410,1997
25027,PA,13014,Administrative Services Managers,14640,21.57,44860,1997
25028,PA,13017,"Engineering, Mathematical, and Natural Sciences Managers",13330,31.34,65190,1997
25029,PA,15000,Line and Middle Management Industry Specific Managerial Occupations,**,21.3,44290,1997
25030,PA,15002,Postmasters and Mail Superintendents,1680,22.24,46260,1997
25031,PA,15005,Education Administrators,13750,27.24,56650,1997
25032,PA,15008,Medicine and Health Services Managers,12160,24.37,50680,1997
25033,PA,15011,Property and Real Estate Managers and Administrators,3620,16.79,34930,1997
25034,PA,15014,Industrial Production Managers,10410,25.59,53220,1997
25035,PA,15017,Construction Managers,8850,22.79,47410,1997
25036,PA,15021,"Mining, Quarrying, and Oil and Gas Well Drilling Managers",440,23.69,49280,1997
25037,PA,15023,"Communications, Transportation, and Utilities Operations Managers",8120,24.99,51970,1997
25038,PA,15026,Food Service and Lodging Managers,15310,13.38,27830,1997
25039,PA,15031,Nursery and Greenhouse Managers,90,14.68,30530,1997
25040,PA,15032,Lawn Service Managers,790,13.16,27380,1997
25041,PA,19000,Other Managerial and Administrative Occupations,**,20.24,42100,1997
25042,PA,19002,"Public Administration Chief Executives, Legislators, and General Administrators",4400,11.60,24130,1997
25043,PA,19005,General Managers and Top Executives,142340,29.01,60340,1997
25044,PA,19999,All Other Managers and Administrators,42120,24.58,51120,1997
25045,PA,20000,"Professional, Paraprofessional, and Technical Occupations",,,,
25046,PA,21000,Management Support Occupations,**,14.22,29580,1997
25047,PA,21102,Insurance Underwriters,5390,17.78,36970,1997
25048,PA,21105,Credit Analysts,1660,16.57,34460,1997
25049,PA,21108,Loan Officers and Counselors,6910,19.90,41390,1997
25050,PA,21111,Tax Preparers,2140,18.30,38050,1997
25051,PA,21114,Accountants and Auditors,38440,18.38,38220,1997
25052,PA,21117,Budget Analysts,2140,22.55,46900,1997
25053,PA,21199,All Other Financial Specialists,9010,19.05,39630,1997
25054,PA,21302,"Wholesale and Retail Buyers, Except Farm Products",3850,17.37,36130,1997
25055,PA,21305,"Purchasing Agents and Buyers, Farm Products",920,15.28,31780,1997
25056,PA,21308,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",9960,19.00,39520,1997
25057,PA,21502,"Claims Takers, Unemployment Benefits",570,13.91,28930,1997
25058,PA,21505,"Special Agents, Insurance",600,21.91,45580,1997
25059,PA,21508,"Employment Interviewers, Private or Public Employment Service",2270,17.28,35940,1997
25060,PA,21511,"Personnel, Training, and Labor Relations Specialists",14880,18.34,38150,1997
25061,PA,21902,Cost Estimators,7730,18.83,39170,1997
25062,PA,21905,Management Analysts,3370,24.65,51260,1997
25063,PA,21908,Construction and Building Inspectors,3190,15.40,32040,1997
25064,PA,21911,"Compliance Officers and Enforcement Inspectors, Except Construction",7060,18.55,38570,1997
25065,PA,21914,"Tax Examiners, Collectors, and Revenue Agents",4590,13.88,28880,1997
25066,PA,21917,Assessors,530,13.81,28720,1997
25067,PA,21921,"Claims Examiners, Property and Casualty Insurance",2940,18.53,38540,1997
25068,PA,21999,All Other Management Support Workers,32000,19.48,40520,1997
25069,PA,22000,Engineers and Related Occupations,**,*,*,1997
25070,PA,22102,Aeronautical and Astronautical Engineers,**,29.16,60650,1997
25071,PA,22105,"Metallurgists and Metallurgical, Ceramic, and Materials Engineers",1340,25.41,52850,1997
25072,PA,22108,"Mining Engineers, Including Mine Safety",200,25.78,53630,1997
25073,PA,22111,Petroleum Engineers,**,28.88,60060,1997
25074,PA,22114,Chemical Engineers,2410,26.25,54610,1997
25075,PA,22117,Nuclear Engineers,400,30.65,63750,1997
25076,PA,22121,"Civil Engineers, Including Traffic",7940,23.76,49420,1997
25077,PA,22123,Agricultural Engineers,**,26.30,54690,1997
25078,PA,22126,Electrical and Electronic Engineers,10870,24.96,51910,1997
25079,PA,22127,Computer Engineers,9340,26.48,55070,1997
25080,PA,22128,"Industrial Engineers, Except Safety",4550,24.88,51740,1997
25081,PA,22132,"Safety Engineers, Except Mining",1000,24.17,50280,1997
25082,PA,22135,Mechanical Engineers,9510,24.03,49990,1997
25083,PA,22199,All Other Engineers,16760,25.07,52140,1997
25084,PA,22302,"Architects, Except Landscape and Marine",2980,25.84,53740,1997
25085,PA,22308,Landscape Architects,**,17.01,35380,1997
25086,PA,22311,Surveyors and Mapping Scientists,1360,15.88,33020,1997
25087,PA,22502,Civil Engineering Technicians and Technologists,1970,17.27,35930,1997
25088,PA,22505,Electrical and Electronic Engineering Technicians and Technologists,11940,16.52,34370,1997
25089,PA,22508,Industrial Engineering Technicians and Technologists,950,18.51,38510,1997
25090,PA,22511,Mechanical Engineering Technicians and Technologists,3300,18.57,38620,1997
25091,PA,22514,Drafters,12440,14.87,30930,1997
25092,PA,22517,"Estimators and Drafters, Utilities",200,21.80,45350,1997
25093,PA,22521,Surveying and Mapping Technicians,1630,13.59,28260,1997
25094,PA,22599,All Other Engineering and Related Technicians and Technologists,10660,19.27,40090,1997
25095,PA,24000,Natural Scientists and Related Occupations,**,*,*,1997
25096,PA,24102,Physicists and Astronomers,160,24.33,50600,1997
25097,PA,24105,"Chemists, Except Biochemists",4280,21.61,44940,1997
25098,PA,24108,Atmospheric and Space Scientists,70,21.12,43930,1997
25099,PA,24111,"Geologists, Geophysicists, and Oceanographers",1670,18.99,39510,1997
25100,PA,24199,All Other Physical Scientists,2840,25.17,52350,1997
25101,PA,24302,Foresters and Conservation Scientists,550,21.50,44730,1997
25102,PA,24305,Agricultural and Food Scientists,160,21.01,43700,1997
25103,PA,24308,Biological Scientists,1720,22.93,47700,1997
25104,PA,24311,Medical Scientists,**,28.12,58490,1997
25105,PA,24399,All Other Life Scientists,1170,23.90,49710,1997
25106,PA,24502,"Biological, Agricultural, and Food Technicians and Technologists, Except Health",1230,14.31,29770,1997
25107,PA,24505,"Chemical Technicians and Technologists, Except Health",4620,15.50,32240,1997
25108,PA,24511,Petroleum Technicians and Technologists,**,19.52,40610,1997
25109,PA,24599,All Other Physical and Life Science Technicians and Technologists,4020,16.64,34610,1997
25110,PA,25000,"Computer, Mathematical, Operations Research, and Related Occupations",**,19.76,41100,1997
25111,PA,25102,"Systems Analysts, Electronic Data Processing",21190,22.84,47520,1997
25112,PA,25103,Data Base Administrators,3770,23.26,48380,1997
25113,PA,25104,Computer Support Specialists,17250,17.66,36730,1997
25114,PA,25105,Computer Programmers,17640,22.39,46570,1997
25115,PA,25108,Computer Programmer Aides,2780,15.42,32080,1997
25116,PA,25111,"Programmers, Numerical Tool and Process Control",370,17.71,36830,1997
25117,PA,25199,All Other Computer Scientists,2800,21.11,43920,1997
25118,PA,25302,"Operations and Systems Researchers and Analysts, Except Computer",2090,18.90,39320,1997
25119,PA,25310,Mathematical Scientists,380,21.94,45640,1997
25120,PA,25312,Statisticians,400,25.73,53520,1997
25121,PA,25313,Actuaries,740,31.18,64860,1997
25122,PA,25315,"Financial Analysts, Statistical",2320,24.87,51730,1997
25123,PA,25319,All Other Mathematical Scientists,140,21.83,45400,1997
25124,PA,27000,"Social Scientists and Other Social, Recreational, and Religious Occupations",**,15.31,31850,1997
25125,PA,27102,"Economists, Including Market Research Analysts",1100,24.14,50200,1997
25126,PA,27105,Urban and Regional Planners,790,19.61,40790,1997
25127,PA,27108,Psychologists,3670,22.71,47230,1997
25128,PA,27199,All Other Social Scientists,1710,16.91,35170,1997
25129,PA,27302,"Social Workers, Medical and Psychiatric",12380,14.01,29150,1997
25130,PA,27305,"Social Workers, Except Medical and Psychiatric",19650,14.07,29260,1997
25131,PA,27307,Residential Counselors,17160,8.72,18140,1997
25132,PA,27308,Human Services Workers,10690,10.16,21130,1997
25133,PA,27311,Recreation Workers,9970,9.34,19420,1997
25134,PA,27502,Clergy,960,13.13,27300,1997
25135,PA,27505,"Directors, Religious Activities and Education",350,11.37,23650,1997
25136,PA,28000,Law and Related Occupations,**,*,*,1997
25137,PA,28105,"Adjudicators, Hearings Officers, and Judicial Reviewers",2320,18.28,38020,1997
25138,PA,28108,Lawyers,18780,33.54,69760,1997
25139,PA,28302,Law Clerks,2720,13.66,28410,1997
25140,PA,28305,Paralegal Personnel,7070,15.45,32130,1997
25141,PA,28308,Title Searchers,280,12.11,25180,1997
25142,PA,28311,Title Examiners and Abstractors,230,15.32,31860,1997
25143,PA,28399,"All Other Legal Assistants and Technicians, Except Clerical",1060,15.84,32940,1997
25144,PA,31000,"Teachers, Educators, Librarians, and Related Occupations",**,9.19,19120,1997
25145,PA,31111,Lecturers,70,11.63,24190,1997
25146,PA,31114,"Nursing Instructors, Postsecondary",2300,*,50100,1997
25147,PA,31117,"Graduate Assistants, Teaching",**,*,29490,1997
25148,PA,31201,"Agricultural Sciences Teachers, Postsecondary",**,*,56220,1997
25149,PA,31202,"Life Sciences Teachers, Postsecondary",2170,*,53590,1997
25150,PA,31204,"Chemistry Teachers, Postsecondary",1300,*,54330,1997
25151,PA,31206,"Physics Teachers, Postsecondary",810,*,54960,1997
25152,PA,31209,"All Other Physical Sciences Teachers, Postsecondary",1630,*,57380,1997
25153,PA,31211,"Health Diagnostics Teachers, Postsecondary",**,*,50130,1997
25154,PA,31212,"Health Assessment and Treatment Teachers, Postsecondary",690,*,52370,1997
25155,PA,31213,"Communications Teachers, Postsecondary",890,*,44860,1997
25156,PA,31214,"English Language and Literature Teachers, Postsecondary",3480,*,51660,1997
25157,PA,31215,"Foreign Language and Literature Teachers, Postsecondary",1500,*,52710,1997
25158,PA,31218,"Art, Drama, and Music Teachers, Postsecondary",3790,*,49040,1997
25159,PA,31222,"Engineering Teachers, Postsecondary",3160,*,66210,1997
25160,PA,31223,"Architecture Teachers, Postsecondary",770,*,61510,1997
25161,PA,31224,"Mathematical Sciences Teachers, Postsecondary",2210,*,53040,1997
25162,PA,31226,"Computer Science Teachers, Postsecondary",1780,*,59120,1997
25163,PA,31231,"Anthropology and Sociology Teachers, Postsecondary",900,*,53360,1997
25164,PA,31232,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",**,*,48190,1997
25165,PA,31233,"Economics Teachers, Postsecondary",790,*,57910,1997
25166,PA,31234,"Geography Teachers, Postsecondary",300,*,53760,1997
25167,PA,31235,"History Teachers, Postsecondary",1140,*,57870,1997
25168,PA,31236,"Political Science Teachers, Postsecondary",680,*,56040,1997
25169,PA,31237,"Psychology Teachers, Postsecondary",1200,*,50530,1997
25170,PA,31239,"All Other Social Sciences Teachers, Postsecondary",830,*,53570,1997
25171,PA,31242,"Business Teachers, Postsecondary",2680,*,53030,1997
25172,PA,31244,"Law Teachers, Postsecondary",220,*,49370,1997
25173,PA,31246,"Criminal Justice and Law Enforcement Teachers, Postsecondary",190,*,54390,1997
25174,PA,31247,"Social Work Teachers, Postsecondary",290,*,30820,1997
25175,PA,31252,"Education Teachers, Postsecondary",2590,*,45040,1997
25176,PA,31254,"Philosophy and Religion Teachers, Postsecondary",1040,*,48310,1997
25177,PA,31256,"Library Science Teachers, Postsecondary",30,*,54200,1997
25178,PA,31258,"Parks, Recreation, Leisure, and Fitness Studies Teachers, Postsecondary",700,*,47960,1997
25179,PA,31262,"Home Economics Teachers, Postsecondary",240,*,49810,1997
25180,PA,31299,All Other Postsecondary Teachers,4230,*,56760,1997
25181,PA,31303,"Teachers, Preschool",10290,8.51,17710,1997
25182,PA,31304,"Teachers, Kindergarten",6020,*,39810,1997
25183,PA,31305,"Teachers, Elementary School",69930,*,46870,1997
25184,PA,31308,"Teachers, Secondary School",62970,*,46560,1997
25185,PA,31311,"Teachers, Special Education",15900,*,47510,1997
25186,PA,31314,"Teachers and Instructors, Vocational Education and Training",10030,16.70,34730,1997
25187,PA,31317,"Instructors, Nonvocational Education",3710,11.78,24500,1997
25188,PA,31321,"Instructors and Coaches, Sports and Physical Training",12430,10.07,20950,1997
25189,PA,31323,Farm and Home Management Advisors,**,16.84,35030,1997
25190,PA,31399,All Other Teachers and Instructors,7800,*,28050,1997
25191,PA,31502,"Librarians, Professional",6120,19.89,41370,1997
25192,PA,31505,"Technical Assistants, Library",2540,10.66,22180,1997
25193,PA,31508,Audio-Visual Specialists,440,14.60,30380,1997
25194,PA,31511,"Curators, Archivists, Museum Technicians, and Conservators",430,14.83,30840,1997
25195,PA,31514,Vocational and Educational Counselors,7400,20.64,42930,1997
25196,PA,31517,Instructional Coordinators,2650,17.42,36230,1997
25197,PA,31521,"Teacher Aides, Paraprofessional",15810,8.95,18620,1997
25198,PA,32000,"Health Practitioners, Technologists, Technicians, and Related Health Occupations",**,*,*,1997
25199,PA,32102,Physicians and Surgeons,27980,48.13,100110,1997
25200,PA,32105,Dentists,3640,41.50,86320,1997
25201,PA,32108,Optometrists,1230,30.43,63300,1997
25202,PA,32111,Podiatrists,220,33.12,68890,1997
25203,PA,32113,Chiropractors,1020,26.93,56020,1997
25204,PA,32114,Veterinarians and Veterinary Inspectors,1190,27.60,57420,1997
25205,PA,32199,All Other Health Diagnosing and Treating Practitioners,350,18.37,38200,1997
25206,PA,32302,Respiratory Therapists,3810,16.43,34160,1997
25207,PA,32305,Occupational Therapists,2850,25.53,53110,1997
25208,PA,32308,Physical Therapists,5570,28.39,59060,1997
25209,PA,32311,Corrective and Manual Arts Therapists,90,21.30,44310,1997
25210,PA,32314,Speech-Language Pathologists and Audiologists,3350,22.11,45990,1997
25211,PA,32317,Recreational Therapists,1260,13.61,28320,1997
25212,PA,32399,All Other Therapists,2360,15.23,31670,1997
25213,PA,32502,Registered Nurses,103760,19.72,41020,1997
25214,PA,32505,Licensed Practical Nurses,36630,13.45,27990,1997
25215,PA,32508,Emergency Medical Technicians,8800,8.84,18380,1997
25216,PA,32511,Physician Assistants,2350,22.62,47060,1997
25217,PA,32514,"Opticians, Dispensing and Measuring",3570,10.33,21490,1997
25218,PA,32517,Pharmacists,7890,26.50,55120,1997
25219,PA,32519,Pharmacy Technicians and Aides,8350,7.96,16550,1997
25220,PA,32521,Dietitians and Nutritionists,2010,16.12,33520,1997
25221,PA,32523,Dietetic Technicians,1630,9.87,20520,1997
25222,PA,32902,Medical and Clinical Laboratory Technologists,7680,17.11,35600,1997
25223,PA,32905,Medical and Clinical Laboratory Technicians,5670,13.39,27850,1997
25224,PA,32908,Dental Hygienists,6720,17.80,37010,1997
25225,PA,32911,Medical Records Technicians,3640,11.21,23310,1997
25226,PA,32913,Radiation Therapists,670,17.32,36020,1997
25227,PA,32914,Nuclear Medicine Technologists,980,18.08,37600,1997
25228,PA,32919,Radiologic Technologists,8310,15.16,31520,1997
25229,PA,32923,Electroneurodiagnostic Technologists,340,14.96,31110,1997
25230,PA,32925,Cardiology Technologists,1100,17.62,36660,1997
25231,PA,32926,Electrocardiograph Technicians,790,12.60,26200,1997
25232,PA,32928,Surgical Technologists and Technicians,2130,12.59,26190,1997
25233,PA,32931,Psychiatric Technicians,3170,12.57,26140,1997
25234,PA,32951,Veterinary Technicians and Technologists,1260,9.11,18960,1997
25235,PA,32999,"All Other Health Professionals, Paraprofessionals, and Technicians",21160,16.05,33370,1997
25236,PA,34000,"Writers, Artists, Entertainers, Athletes, and Related Occupations",**,*,*,1997
25237,PA,34002,Writers and Editors,5300,17.50,36400,1997
25238,PA,34005,Technical Writers and Editors,1660,18.71,38910,1997
25239,PA,34008,Public Relations Specialists and Publicity Writers,3040,16.57,34460,1997
25240,PA,34011,Reporters and Correspondents,2910,13.84,28780,1997
25241,PA,34014,Broadcast News Analysts,170,18.92,39350,1997
25242,PA,34017,"Announcers, Radio and Television",2160,8.92,18560,1997
25243,PA,34021,"Announcers, Except Radio and Television",30,12.40,25790,1997
25244,PA,34023,Photographers,1940,11.93,24810,1997
25245,PA,34026,"Camera Operators, Television and Motion Picture",390,10.44,21720,1997
25246,PA,34028,Broadcast Technicians,1050,15.48,32190,1997
25247,PA,34032,Film Editors,190,20.13,41870,1997
25248,PA,34035,Artists and Related Workers,4980,15.41,32040,1997
25249,PA,34038,"Designers, Except Interior Designers",8110,14.21,29560,1997
25250,PA,34041,Interior Designers,1270,14.17,29480,1997
25251,PA,34044,Merchandise Displayers and Window Trimmers,1190,7.71,16040,1997
25252,PA,34047,"Music Directors, Singers, Composers, and Related Workers",660,*,44990,1997
25253,PA,34051,"Musicians, Instrumental",2370,*,36710,1997
25254,PA,34053,Dancers and Choreographers,690,9.02,18760,1997
25255,PA,34056,"Producers, Directors, Actors, and Other Entertainers",890,*,32440,1997
25256,PA,34058,"Athletes, Coaches, Umpires, and Related Workers",1230,*,42690,1997
25257,PA,39000,"Other Professional, Paraprofessional, and Technical Occupations",**,9.09,18900,1997
25258,PA,39002,Airplane Dispatchers and Air Traffic Controllers,530,28.54,59360,1997
25259,PA,39005,Traffic Technicians,270,19.76,41090,1997
25260,PA,39008,Radio Operators,180,9.23,19200,1997
25261,PA,39011,Funeral Directors and Morticians,1090,22.55,46890,1997
25262,PA,39014,Embalmers,150,14.51,30180,1997
25263,PA,39999,"All Other Professional, Paraprofessional, and Technical Workers",24870,18.40,38280,1997
25264,PA,40000,Sales and Related Occupations,,,,
25265,PA,41000,First Line Supervisors and Manager/Supervisors - Sales Workers,**,11.19,23270,1997
25266,PA,41002,First-Line Supervisors and Managers/Supervisors - Sales and Related Workers,68810,15.31,31850,1997
25267,PA,43000,"Sales Occupations, Services",**,10.89,22640,1997
25268,PA,43002,"Sales Agents and Placers, Insurance",11290,20.01,41610,1997
25269,PA,43005,"Brokers, Real Estate",600,17.22,35820,1997
25270,PA,43008,"Sales Agents, Real Estate",2620,15.54,32330,1997
25271,PA,43011,"Appraisers, Real Estate",500,19.53,40620,1997
25272,PA,43014,"Sales Agents, Securities, Commodities, and Financial Services",9060,27.40,56990,1997
25273,PA,43017,"Sales Agents, Selected Business Services",8400,17.65,36710,1997
25274,PA,43021,Travel Agents,4810,10.80,22460,1997
25275,PA,43023,"Sales Agents, Advertising",5440,14.40,29960,1997
25276,PA,43099,"All Other Sales Representatives and Salespersons, Services",4510,14.33,29810,1997
25277,PA,49000,"Merchandise, Products, and Other Sales and Sales Related Occupations",**,14.24,29610,1997
25278,PA,49002,Sales Engineers,4270,24.83,51650,1997
25279,PA,49005,"Sales Representatives, Scientific and Related Products and Services, Except Retail",16430,23.08,48010,1997
25280,PA,49008,"Sales Representatives, Except Retail and Scientific and Related Products and Services",42320,19.03,39590,1997
25281,PA,49011,"Salespersons, Retail",176000,8.15,16950,1997
25282,PA,49014,"Salespersons, Parts",12270,10.64,22140,1997
25283,PA,49017,Counter and Rental Clerks,16960,7.48,15560,1997
25284,PA,49021,"Stock Clerks, Sales Floor",60650,7.19,14960,1997
25285,PA,49023,Cashiers,135970,6.90,14350,1997
25286,PA,49026,"Telemarketers, Door-To-Door Sales Workers, News and Street Vendors, and Other Related Workers",18490,8.20,17060,1997
25287,PA,49034,Demonstrators and Promoters,2680,9.55,19860,1997
25288,PA,49999,All Other Sales and Related Workers,18870,12.59,26200,1997
25289,PA,50000,Clerical and Administrative Support Occupations,,,,
25290,PA,51000,First Line Supervisors and Manager/Supervisors - Clerical Workers,**,11.83,24600,1997
25291,PA,51002,First-Line Supervisors and Managers/Supervisors - Clerical and Administrative Support Workers,64990,15.31,31840,1997
25292,PA,53000,Industry Specific Clerical and Administrative Support Occupations,**,11.64,24210,1997
25293,PA,53102,Tellers,27370,8.50,17670,1997
25294,PA,53105,New Accounts Clerks,5060,10.09,20980,1997
25295,PA,53108,Transit Clerks,530,9.34,19430,1997
25296,PA,53111,Loan Interviewers,720,13.53,28140,1997
25297,PA,53114,Credit Authorizers,420,12.20,25380,1997
25298,PA,53117,Credit Checkers,860,10.12,21050,1997
25299,PA,53121,Loan and Credit Clerks,5990,10.13,21070,1997
25300,PA,53123,Adjustment Clerks,26180,10.76,22390,1997
25301,PA,53126,Statement Clerks,490,8.54,17760,1997
25302,PA,53128,Brokerage Clerks,2610,11.90,24740,1997
25303,PA,53302,"Insurance Adjusters, Examiners, and Investigators",9930,15.81,32880,1997
